tweetid,user,content,date,lang,value
7.8092E+17,7.55249E+17,Tube que sacarle una tabla al ropero para que renzo ponga su ropa en mi lugar se pasa el pendejo,Wed Sep 28 00:00:16 +0000 2016,es,N
7.80932E+17,2214174992,@Tocinitas @sessh0marusama gracias a las 2! mi amiga necesita lectores El fic (por si no se ve el link) está el link en mi tw fijado,Wed Sep 28 00:49:32 +0000 2016,es,P
7.80832E+17,253775674,Me tiene podrida no ver,Tue Sep 27 18:08:45 +0000 2016,es,N
7.81011E+17,7.07984E+17,"@cuervotinelli @demianchildemb1 Un solo corazón !!. Te amo Viejo :*, que descanses, me fui a dormir... Me gustaría soñar con vos",Wed Sep 28 06:00:57 +0000 2016,es,P
7.8047E+17,2318150952,Recién grabado el Nuevo vídeo (Ahora a entrenar una horita y luego baño como algo y me pongo a editar) #BuenLunes Para TODOS #FelizLunes,Mon Sep 26 18:11:18 +0000 2016,es,P
7.77683E+17,62358551,@KesmanAlberto Sí increíble! Mi madre decía que eras tú y cuando dijeron que era Solé... Pensamos: es igual a Kesman!,Mon Sep 19 01:37:43 +0000 2016,es,NEU
7.77678E+17,2701106364,@Adri_tranqui eso ! en no escuchar el despertador ! y te dormís nervioso ...con miedo...y peor es cuando te acostumbraste a dormir tarde,Mon Sep 19 01:16:28 +0000 2016,es,N
7.81604E+17,7.07984E+17,@ciudad_com @cuervotinelli  !! El más lindo de todos ...,Thu Sep 29 21:19:20 +0000 2016,es,P
7.81618E+17,2701106364,@RoSo_54 te acordas de lo que decía el ñato al respecto ? pelea a muerte con novick !,Thu Sep 29 22:13:01 +0000 2016,es,NONE
7.82707E+17,54392331,98% de los circuitos escrutados en Colombia. 60% de abstencion. Gana el No. #PazParaColombia,Sun Oct 02 22:20:47 +0000 2016,es,P
7.82669E+17,293627746,"@psaccone @GGhelfa Es cierto, estimado. Pero el dcho de opinión lo tienen todos los hinchas de Peñarol, somos más de la mitad del país.",Sun Oct 02 19:50:13 +0000 2016,es,NEU
7.82637E+17,293627746,"@juamigcaz es muy responsable y profesional, pero además va muy bien con el estilo de tu club, tiene mucha garra. Un crack!",Sun Oct 02 17:42:53 +0000 2016,es,P
7.81838E+17,2374086476,lo peor es que no voy a poder ver el cap de greys hasta que vuelva de clase,Fri Sep 30 12:48:43 +0000 2016,es,N
7.82072E+17,2509306220,@DonVascolet Lo echan al toque jajajaa,Sat Oct 01 04:19:24 +0000 2016,es,N
7.82285E+17,2743183520,Una Fiat Panorama del 78 encendida fuego al lado del cajero me dio una lastima solo quedo la chapa y el chasis y un poco el motor,Sat Oct 01 18:25:42 +0000 2016,es,N
7.82323E+17,153195366,Un amigo no para de mandar fotos de tremenda borrachera diurna en Melo y uno acá estudiando al moderado de Montesquieu. I'm suffering,Sat Oct 01 20:56:39 +0000 2016,es,N
7.81468E+17,1245933048,@Nifunifa4 Yo no trabajo ningun feriado,Thu Sep 29 12:16:46 +0000 2016,es,P
7.81568E+17,48771072,@Sofiarayl feliz cumple sofi!! justo hoy no me toco ir al canal!! Que pases bomba!!! Beso grande!,Thu Sep 29 18:53:49 +0000 2016,es,P
7.81568E+17,509285321,¡Qué lindo escuchar que estás muy comprometida con tu trabajo @vivianagarcia73 ! Ojalá ganes muchos más proyectos freelance,Thu Sep 29 18:53:28 +0000 2016,es,P
7.82751E+17,7.73385E+17,Jajajaja mejor que no me la robes Igual vos empezaste!!,Mon Oct 03 01:14:17 +0000 2016,es,NEU
7.82815E+17,2577653023,3:23 AM instalando todo en un celular de emergencia y a ser paciente porque es lentoooooo pero me salvo otra vez,Mon Oct 03 05:28:34 +0000 2016,es,NEU
7.8244E+17,7.2909E+17,Hoy quedo pronta la tapa. Y que dificil se hace aceptar tu ausencia... Viejito mio te extraño mucho,Sun Oct 02 04:41:39 +0000 2016,es,N
7.82587E+17,7.35889E+17,No tuviste infancia si no mezclaste todas las plastilinas con la esperanza de que quedara multicolor y te quedó una cosa marrón asquerosa,Sun Oct 02 14:23:29 +0000 2016,es,N
7.82609E+17,7.07984E+17,@cuervotinelli Podes hablar con el Gurca?? YO SOY PUNTUAL !!,Sun Oct 02 15:50:17 +0000 2016,es,NEU
7.823E+17,237116452,quería meter siesta entre sesión y sesión de la confe pero ya casi aranca la segunda parte,Sat Oct 01 19:23:04 +0000 2016,es,N
7.82272E+17,28833624,"@abbu25 compre ""Hasta Borinquen"" por internet a ver si aprende un poquito y no dice bobadas!",Sat Oct 01 17:30:35 +0000 2016,es,N
7.82504E+17,174074622,@GermanDeJuana Bon jour German Buen día,Sun Oct 02 08:54:05 +0000 2016,es,P
7.77506E+17,2642576692,"Increíble ellos @rafacotelo @diegodelacurva acá en Melo, unos grandes!!!! Voy a cholulear y pedir foto",Sun Sep 18 13:55:16 +0000 2016,es,P
7.77384E+17,293627746,"Uhhh, no me había dado cuenta de la hora tremenda que se hizo. Habrá que despedirse hasta mañana... o hasta algunas horas, je.",Sun Sep 18 05:49:27 +0000 2016,es,NEU
7.76975E+17,464251873,@shxwngold uy jajjaa bueno lo siento,Sat Sep 17 02:44:12 +0000 2016,es,NEU
7.7727E+17,78748608,@javierandresh amigo mio no se si es más complicado que te hable una piedra o alguien a quien el corazón se le hizo de piedra,Sat Sep 17 22:15:28 +0000 2016,es,N
7.77022E+17,2509306220,Es tarde ya bendiciones mimosos,Sat Sep 17 05:50:25 +0000 2016,es,P
7.81329E+17,2149683482,Anto te extraño veni a cuidarme,Thu Sep 29 03:06:41 +0000 2016,es,NEU
7.81667E+17,342930273,"@Jayah29 ah ta, me pareció por tu twett sobre el petiso que aparentemente no era lo bien dotado que esperabas",Fri Sep 30 01:29:43 +0000 2016,es,N
7.81805E+17,7.07984E+17,"@cuervotinelli Buen día P@!!, Excelente Jornada de Viernes, TE VEO HOY A LA NOCHE  !!",Fri Sep 30 10:37:06 +0000 2016,es,P
7.82175E+17,7.07984E+17,"@cuervotinelli @elchatoprada @hoppefede Buen Día !! , que tengan un excelente fin de semana y un buen descanso merecedor  !!",Sat Oct 01 11:08:12 +0000 2016,es,P
7.8206E+17,116338279,@felipellambias está claro que hay clientes que pagan agencias para hacer lo que quieren y no lo que corresponde. Queda camino x recorrer,Sat Oct 01 03:29:05 +0000 2016,es,N
7.75554E+17,1681048135,"Levantarse muerta de sueño, sentarse en la orilla de la cama y quedarse mirando un zapato",Tue Sep 13 04:38:39 +0000 2016,es,NEU
7.75491E+17,35709180,"Hoy transité un rato largo. La frase que más escuché fue ""arrepentido... de haberlos votado"".",Tue Sep 13 00:28:52 +0000 2016,es,N
7.75392E+17,2701106364,@leot1971 @topyman980 lo de nacional ! en este campeonato creo que no va a haber #PenalParaNacional ! no hubo arreglo,Mon Sep 12 17:51:57 +0000 2016,es,NONE
7.76165E+17,2701106364,@Adri_tranqui yo estoy trabajando en frente de una ventana abierta...buee lo de trabajar trabajar voy y vengo,Wed Sep 14 21:04:21 +0000 2016,es,NEU
7.76099E+17,7.61729E+17,"@dosogas Buen dia mis amores, no fui al liceo(sisisiiis) ja tremenda bobita jaja LOS AMO",Wed Sep 14 16:44:57 +0000 2016,es,P
7.7609E+17,100292336,@FabianImaz es solo para estresar a @kzfabi @NETConfUY,Wed Sep 14 16:08:17 +0000 2016,es,N
7.76024E+17,2925947493,Había alerta y yo vine igual,Wed Sep 14 11:45:37 +0000 2016,es,NONE
7.76087E+17,3085816640,q ladilla que sigan usando las caritas  >.; y todas esas parece q tienen un retraso mas grande q no se,Wed Sep 14 15:56:03 +0000 2016,es,N
7.7608E+17,86568244,@joaqtor Hola Joaquín! Si buscás acceso a la API envianos un mail por MD y te contactamos con el equipo de tecnología. ¡Saludos!,Wed Sep 14 15:27:24 +0000 2016,es,NONE
7.76052E+17,2407049582,Un mes entero moviendolo al mijo para no poder ir en el. pero bueno trabajo es trabajo,Wed Sep 14 13:35:00 +0000 2016,es,N
7.76806E+17,2195843537,Que genial ir parada a minas,Fri Sep 16 15:33:07 +0000 2016,es,N
7.76886E+17,35709180,".@alefpiro ¿Nunca escuchaste la eresión ""el último orejón del tarro""? Bueno, como son más de uno son orejanos",Fri Sep 16 20:52:20 +0000 2016,es,N
7.76267E+17,4374679354,"@Flor_pistone hola hermosa!,espero q estes bien yo me voy hacer noni q estoy cansado beso divinaaa",Thu Sep 15 03:52:24 +0000 2016,es,P
7.76267E+17,1257307172,Me hacen quedar como un zorro lpm pero todas las minas que me nombran están re buenas matense,Thu Sep 15 03:51:28 +0000 2016,es,N
7.76259E+17,1684359548,Que feo no hablarse mas con alguien y pasar todos los dias por la esquina de la casa,Thu Sep 15 03:18:43 +0000 2016,es,N
7.76185E+17,333471291,@migueldobrich gracias queridísimo ! Buenísimos la charla. La escuché esta tarde y sonreí mucho,Wed Sep 14 22:23:08 +0000 2016,es,P
7.75357E+17,35709180,"@CarolinaAche Decirle a una dama que espere sentada no es muy gentil, pero tu comentario rebosa ironía",Mon Sep 12 15:35:11 +0000 2016,es,N
7.75531E+17,48771072,@grazianopascale @Arq_fmartinez el nivel de delirio en los dirigentes es preocupante por decirlo sutilmente.,Tue Sep 13 03:05:34 +0000 2016,es,N
7.7551E+17,2658477927,me quemé las dos nalgas jajja,Tue Sep 13 01:41:00 +0000 2016,es,N
7.75513E+17,4561170015,"Bueno me fui a dormir que mañana tengo que pilotar la nave otra vez, saludos, que tengan una linda noche",Tue Sep 13 01:56:34 +0000 2016,es,P
7.75169E+17,3041598424,Es el mejor sin duda alguna,Mon Sep 12 03:08:52 +0000 2016,es,P
7.76598E+17,2701106364,@Adri_tranqui bajé el vidrio por que esta sucio del temporal pero era demasiado fuerte el sol y lo subí de nuevo y la saque así,Fri Sep 16 01:47:05 +0000 2016,es,NONE
7.76534E+17,917393054,A lo q tengo las uñas todas comidas me quedó re mal el esmalte,Thu Sep 15 21:32:16 +0000 2016,es,N
7.76542E+17,2869345289,Mas feo que te quiebres,Thu Sep 15 22:02:29 +0000 2016,es,N
7.76611E+17,100292336,@kzfabi vivís de joda .. y siempre donde vas hay cerveza... no necesitamos ML ni IA para acertar eso ehh @FabianImaz @pp_uy,Fri Sep 16 02:35:51 +0000 2016,es,NEU
7.74576E+17,2269502676,Espero que le haya ido lindo,Sat Sep 10 11:53:03 +0000 2016,es,P
7.74543E+17,35709180,@alefpiro ¿Te fijaste en el detalle de que los viáticos de la edila los usó para invitar a cenar a un par de amigas no edilas?,Sat Sep 10 09:40:36 +0000 2016,es,N
7.77617E+17,293627746,"@Aquicolobanco @Ropher_ ahhhh sí, ubico, muchas gracias, es q no tenía idea de cómo se llamaba esa zona. Acabo de aprender algo nuevo.",Sun Sep 18 21:13:36 +0000 2016,es,P
7.783E+17,521629100,@veronicacriado gracias a vos por la buena onda y por sumarte hasta con GIFs a la iniciativa.,Tue Sep 20 18:29:31 +0000 2016,es,P
7.78296E+17,2206242200,Seria tan feliz si se me va el dolor de cabeza de una vez,Tue Sep 20 18:13:42 +0000 2016,es,N
7.78355E+17,399610208,@ignacioalcuri acá en vez de meet n greet se podría hacer Meat n greet con un asado de por medio,Tue Sep 20 22:07:14 +0000 2016,es,NEU
7.78378E+17,2577653023,@lilovilaplana Gracias por Compartir hermosas fotos,Tue Sep 20 23:39:24 +0000 2016,es,P
7.86687E+17,35709180,@mister__lemon L'Oreal fabrica tb productos para hombres. Pero el grito de indignación que habría si hubiera un premio sólo para hombres,Thu Oct 13 21:55:25 +0000 2016,es,N
7.8655E+17,1245933048,@Anaterran @victorita_fest @Nifunifa4 el año pasado no dio muchos,Thu Oct 13 12:52:46 +0000 2016,es,NONE
7.86664E+17,86568244,@nunez_rodrigo @SushiPopARG Hola Rodrigo! Por favor envianos tu mail de usuario y te derivamos con el equipo de atención al cliente.,Thu Oct 13 20:24:55 +0000 2016,es,NONE
7.87315E+17,880999332,"Si me pagaran por fumar tendría la vida resuelta, pero desgraciadamente tengo q pagar para fumar",Sat Oct 15 15:32:04 +0000 2016,es,N
7.88736E+17,7.55249E+17,Yo no tengo familia soy buerfana,Wed Oct 19 13:37:02 +0000 2016,es,N
7.88801E+17,293627746,"@pbuydid Es muy importante q haya hombres tamb como tu caso, q se suman a la campaña contra la violencia.",Wed Oct 19 17:55:50 +0000 2016,es,P
7.8813E+17,2701106364,@TipicaLoca se ve que hoy no es tu día...que termine rápido,Mon Oct 17 21:30:39 +0000 2016,es,N
7.87949E+17,2979775329,@eZuajii_ tan al pedo estás para hacer esa mierda de inspeccionar elemento? Si tan real es andá a tu celular y pasa screenshot,Mon Oct 17 09:29:30 +0000 2016,es,N
7.88177E+17,3030749613,Me pierdo la ultima fecha,Tue Oct 18 00:38:38 +0000 2016,es,N
7.88177E+17,1541829253,en teatro es puro bardo ya toy perdida chicos aiuda,Tue Oct 18 00:35:52 +0000 2016,es,N
7.88126E+17,976359744,Extraño el ir a quedarme a su casa un día antes del campamento para irnos juntos!! Que tiempos!!,Mon Oct 17 21:15:21 +0000 2016,es,NEU
7.88163E+17,35709180,"@mister__lemon Taxistas, empleados del gobierno, familiares de Martínez y Dourado... @LeoVeigaSanchez",Mon Oct 17 23:41:31 +0000 2016,es,NONE
7.88157E+17,1100455837,Me siento débil No rindo como hace DOS PUTAS SEMANAS. No puede ser la concha de mi madre. No puede ser.,Mon Oct 17 23:16:42 +0000 2016,es,N
7.8816E+17,35709180,.@LeoVeigaSanchez La opinión es contundente. Y no parece discriminar por partidos,Mon Oct 17 23:28:10 +0000 2016,es,NEU
7.88181E+17,7.68978E+17,"@BeeeluPereez no, porque te portas mal",Tue Oct 18 00:54:01 +0000 2016,es,N
7.8779E+17,4823337957,@MariaFederica8 @M_Mandariin vamo a tomar un mate depresivos de merrda,Sun Oct 16 22:58:08 +0000 2016,es,N
7.87848E+17,1257307172,"Es así, siempre que me gusta alguien vive en el culo del mundo jajajaja harto de fracasar",Mon Oct 17 02:49:52 +0000 2016,es,N
7.87848E+17,2811979972,¿Quién es el peor de SA? Voten @Mquuro @xJuanDiz @ZockClient,Mon Oct 17 02:49:31 +0000 2016,es,NONE
7.87791E+17,2943005753,porque no quiere llamada?  fav si sabes de quien hablo,Sun Oct 16 23:01:35 +0000 2016,es,NEU
7.8785E+17,158109791,"Todo el mundo me dice que soy re enana en los bailes, yo no entiendo, si estoy yendo con championes de plataforma",Mon Oct 17 02:56:17 +0000 2016,es,N
7.88857E+17,35709180,"@dannyviLe Si el propósito es erradicar las armas de la calle, el método es eficaz y eficiente. No sé si justo @dlarrauri",Wed Oct 19 21:37:20 +0000 2016,es,NEU
7.88911E+17,35709180,"@dannyviLe Una variante moderna sería que vale la pena hablar bien, así cuando puteás tiene mucho más efecto @mvdsister",Thu Oct 20 01:14:11 +0000 2016,es,NEU
7.88932E+17,2701106364,@carinanovarese @danieldaners la derecha de este país duerme ! ya tienen que ir saliendo para ser observadores en esas elecciones !,Thu Oct 20 02:37:52 +0000 2016,es,N
7.889E+17,2701106364,@_anatabeira ya tengo eeriencia en desarmar ! pero este es el primero que no lo dejo desarmado...,Thu Oct 20 00:31:29 +0000 2016,es,NONE
7.88918E+17,315876592,"@josilopez_ @0hmyvolunteer ta voy a llorar, quiero más películas iremos a ver más de jen, pero no será lo mismo, no hay más thg",Thu Oct 20 01:39:44 +0000 2016,es,N
7.88845E+17,2701106364,"@abbu25 jaja muy buena ! el tipo le dice al hijo q no está preparado y la gente lo votó como ""el"" candidato !",Wed Oct 19 20:52:24 +0000 2016,es,N
7.87409E+17,2707500036,Tengo hambre de la tonelada de comida que cocina para mi mamá todos los fines de semana,Sat Oct 15 21:44:31 +0000 2016,es,P
7.87493E+17,624894250,"Nunca hablamos por privado, 1era vez que lo hacemos y es porque me mande la cagada del día.",Sun Oct 16 03:19:12 +0000 2016,es,N
7.87397E+17,3045712281,Si se enoja bueno ya no corre mas esa de callarme lo que siento. Estoy re sincera y eso te duele,Sat Oct 15 20:58:46 +0000 2016,es,N
7.88422E+17,2795390850,"ya se olvido de lo lindo q la pasabamos , manuel tenes que crecer vamoo q tenes casi 20 años no podes pensar en ella ya",Tue Oct 18 16:49:35 +0000 2016,es,N
7.88363E+17,337621356,"@dra_eutanasia es correcto. Muy bien vos, hay que seguir así! Habrá que meter un asadito!",Tue Oct 18 12:57:30 +0000 2016,es,P
7.88209E+17,2701106364,@susanagkp @gracesusan1958 @maqui13 si es así esta perdonada !,Tue Oct 18 02:44:47 +0000 2016,es,P
7.88092E+17,2539070687,"Simplemente tengo una lesión en el talón, pero tengo que hacer recuperación igual estoy bien",Mon Oct 17 19:00:57 +0000 2016,es,P
7.89097E+17,35709180,"@RufinaCamejo Si fuera mal pensado, diría que es un arreglo entre el pintor y ellos para cobrar más @CesarAMartinezR",Thu Oct 20 13:33:45 +0000 2016,es,N
7.89118E+17,7.07984E+17,"@cuervotinelli Buen día Papá !! , recién me levante...  QUE VERGÜENZA POR DIO!! Onda @charlotte_chc TREMENDO , me voy hacer un café...",Thu Oct 20 14:58:02 +0000 2016,es,N
7.89142E+17,161832507,El tiempo está conspirando para que yo no engorde! Es la segunda vez que se larga la lluvia cuando voy saliendo a comprarme bruto postre,Thu Oct 20 16:32:04 +0000 2016,es,NEU
7.88549E+17,165760222,@jpalummo hogares cómplices no es el mejor término. Sufren la Violencia en Silencio por Generaciones. No denuncian.la tienen naturaluzada,Wed Oct 19 01:14:29 +0000 2016,es,N
7.88468E+17,186180768,"Tengo una nueva mejor amiga y se llama mandala, me estaria alegrando el finde o casualidad el dia de la despedida de soltero",Tue Oct 18 19:54:03 +0000 2016,es,P
7.88543E+17,237116452,"@Claudiosk_23 aguanten las canas en los hombres, deja de negarte! lo de calvo si ta complicado... jajaja",Wed Oct 19 00:50:26 +0000 2016,es,NEU
7.89205E+17,35709180,@mechibasso Necesitar se necesita. Claro que hay gente que piensa estar por encima de esas minucias burguesas @Cybertario,Thu Oct 20 20:43:27 +0000 2016,es,N
7.89227E+17,766851025,Extraño mal a la enana vo lpm no se ni como esta,Thu Oct 20 22:07:40 +0000 2016,es,N
7.89226E+17,7.07984E+17,"@cuervotinelli Papá me llamas ?? 095327750 ... No me siento muy bien ahora , toy como triste...",Thu Oct 20 22:06:47 +0000 2016,es,N
7.89278E+17,2509306220,"@alitamontevideo como estas Ali ,me parece de muy mal gusto ,te cuento algo hoy se inaugura en Paysandù una peatonal de una cuadra",Fri Oct 21 01:30:06 +0000 2016,es,N
7.89305E+17,2280973848,"@santiagochirico ñery siempre fuiste uno de los uno , solo que vos no tenias la confianza para darte cuenta",Fri Oct 21 03:18:47 +0000 2016,es,P
7.89293E+17,7.07984E+17,"@guillevaldes Que lindo está @cuervotinelli hoy todo de Azul , alguna vez te dije que vos SOS La Madrastra Perfecta  bella mujer!!",Fri Oct 21 02:33:07 +0000 2016,es,P
7.89209E+17,35709180,@RufinaCamejo ¿arte?¿religioso?¿tener?... ¿cambiamos de tema ya? Pensé que hablábamos del cuadro. @mister__lemon,Thu Oct 20 20:58:25 +0000 2016,es,N
7.89531E+17,1621834898,Mañana tengo que ir a visitar a mi primita hermosaaaaa,Fri Oct 21 18:17:06 +0000 2016,es,P
7.89465E+17,509285321,Claro @SarahnChile El networking y creación de contactos siempre ayuda para futuras oportunidades de negocio y trabajo,Fri Oct 21 13:53:30 +0000 2016,es,P
7.896E+17,7.07984E+17,@candetinelli veo que me desactivaste los comentarios en las fotos de instagram ... Yo igual te quiero Lele,Fri Oct 21 22:50:12 +0000 2016,es,NEU
7.89333E+17,7.55249E+17,Jessica me hiso cambiar el perfil de wspp -. Y poner una foto con ella,Fri Oct 21 05:08:28 +0000 2016,es,NEU
7.89482E+17,148575372,@Natt985 #ViernesDeComidaChatarra en mi laburo es así,Fri Oct 21 15:03:33 +0000 2016,es,NEU
7.89501E+17,826194308,mi hermana es mejor que la de todos usteedes jeje,Fri Oct 21 16:17:48 +0000 2016,es,P
7.93945E+17,3720057917,"Agustín marco mi vida, la cambio por completo y eso no me lo voy a olvidar nunca, GRACIAS",Wed Nov 02 22:38:14 +0000 2016,es,P
7.93925E+17,14052358,@__josejuan__ @jneira suponiendo que la terra este cableada en el tomacorriente de la pared,Wed Nov 02 21:15:58 +0000 2016,es,NONE
7.93903E+17,153941877,Cuando yo intento creerte te burlas y mientes de nuevo,Wed Nov 02 19:48:43 +0000 2016,es,N
7.94679E+17,35709180,"@BrunoVuan Vos sos mucho más eerto que yo. Yo soy solo un amateur (pero convencido, eso sí).",Fri Nov 04 23:14:38 +0000 2016,es,NEU
7.94676E+17,7.64518E+17,"Aveces siento que no le caigo bien a mis seguidores ,aveces son tan negativos y malos",Fri Nov 04 23:00:30 +0000 2016,es,N
7.94649E+17,3002751419,"@LaloCosta96 Esta bueno que cites el tw, porque cuando ella entre sabes que va a entrar a tu perfil y va a ver esto",Fri Nov 04 21:15:14 +0000 2016,es,P
7.94009E+17,237116452,"ahora q se terminó #GilmoreGirls hasta el 25, le meto a #Bones... porq siempre es necesario estar mirando algún capitulito",Thu Nov 03 02:50:58 +0000 2016,es,NEU
7.94322E+17,161368580,"@AdictosLali muyy No sabíamos el gran valor de compartir esos momentos tan lindos...y ahora, nos queda solo el recuerdo..",Thu Nov 03 23:36:48 +0000 2016,es,N
7.9393E+17,4830345953,Creo que soy la única que nunca se ganó la entrada para jaque jaja,Wed Nov 02 21:36:42 +0000 2016,es,N
7.93846E+17,903200185,toy enamoradaaaaaaaa que ovy a hacer con tanto amor para dar cuando mi novio ta re dormido ?¿ matu ven a mi,Wed Nov 02 16:04:10 +0000 2016,es,P
7.93658E+17,2509306220,"@Criya59 que lastima me lo perdi ,esta mi hijo mirando tv y mi internet anda malisimo para poder ver el programa en la compu",Wed Nov 02 03:36:49 +0000 2016,es,N
7.93559E+17,35709180,"@DanielaPirezFie @jnmet La foto está excelente, pero no se puede creer todo lo que se lee en las redes Espero no haya hecho mucho daño.",Tue Nov 01 21:03:01 +0000 2016,es,NEU
7.9355E+17,62065310,Me acabo de enterar que @zotero ahora tiene free solo 300 MB y hay que pagar por almacenamiento,Tue Nov 01 20:28:32 +0000 2016,es,NONE
7.93599E+17,296341157,@Alphasniper97 amigo... soy de uruguay... la verdad que aca es complicada la economia.pero de llegar a la ps4 espero cruzarme en batalla,Tue Nov 01 23:42:36 +0000 2016,es,NEU
7.93505E+17,158894255,Extraño mucho el parque de ute,Tue Nov 01 17:30:01 +0000 2016,es,N
7.93546E+17,7.07984E+17,"@cuervotinelli PAPÁ ME VOY A DORMIR UNA SIESTA ASÍ DESPUÉS TE VEO A LA NOCHE, tu nieta está en mi cama toda despatarrada ...",Tue Nov 01 20:10:04 +0000 2016,es,P
7.93473E+17,509285321,Hola @cminana ! ¿Qué tips darías a los freelancers que quieren capacitarse en #SocialMedia? ¿Qué herramienta/curso online recomendarías?,Tue Nov 01 15:22:28 +0000 2016,es,NONE
7.93468E+17,160590229,@eljabavinero @Jonatute Ojalá lo encuentres o que por lo menos lo haya agarrado una familia que le de amor.,Tue Nov 01 15:00:38 +0000 2016,es,P
7.95458E+17,2509306220,@grisel_ok si hermoso y esta muy agradecido,Mon Nov 07 02:49:42 +0000 2016,es,P
7.95357E+17,35709180,@mister__lemon Tenés que conseguirte un estudiante y ponerlo a hacer una Tesis sobre Twitter (en la FCS de ser posible,Sun Nov 06 20:09:27 +0000 2016,es,NONE
7.95362E+17,352807270,@amartino mañana sobre que vas a hablar? Sobre los puertos de la nueva MacBook pro.. ?,Sun Nov 06 20:26:09 +0000 2016,es,NONE
7.95361E+17,48771072,@ToiaMignone busca un tutorial...si no hay es xq no se puede! para mi muy elevada la pregunta,Sun Nov 06 20:23:40 +0000 2016,es,N
7.95357E+17,1184171052,lo peor de salir a las 7 es no disfrutar el dia,Sun Nov 06 20:06:04 +0000 2016,es,N
7.95357E+17,35709180,@MartinParedes90 No hay necesidad. Hay un par de trucos que te permiten verlos. Claro q para eso te tiene q interesar @mister__lemon,Sun Nov 06 20:05:59 +0000 2016,es,NEU
7.94978E+17,3346429521,Da en la vida es facil,Sat Nov 05 19:00:25 +0000 2016,es,N
7.95011E+17,39796227,"@FSOGArg @lulopilato @michaelbuble Es muy triste... Yo me enteré el jueves de noche, en Argentina ya se sabía..",Sat Nov 05 21:13:47 +0000 2016,es,N
7.94909E+17,38299186,@cyberplant no es esa. Pero ves? el pin más común es un montón de tiempo para un café.,Sat Nov 05 14:26:06 +0000 2016,es,NEU
7.95078E+17,47048122,Disfrutando en Uruguay...Ahora esperando a que empiece #LoMejorDeOT en tve internacional,Sun Nov 06 01:38:06 +0000 2016,es,P
7.94183E+17,354071879,Lo bueno de vivir con dos hombres es que el acondicionador dura mucho mas,Thu Nov 03 14:22:44 +0000 2016,es,P
7.94334E+17,2835621828,"Un dinosaurio entero me comeria, morire de hambre, oh dios no lo permitas, soy muy jovencita",Fri Nov 04 00:21:36 +0000 2016,es,N
7.95705E+17,14052358,@gabouy pero antes si era asi es parte de nuestro barranca abajo haber perdido eso,Mon Nov 07 19:11:52 +0000 2016,es,N
7.95806E+17,4500138077,Tengo que reconocer que es imposible que Lio me conozca o leea algun mensaje. Y eso me pone espantoso,Tue Nov 08 01:51:55 +0000 2016,es,N
7.95771E+17,7.64518E+17,Todos son retwitteados y yo nunca,Mon Nov 07 23:32:51 +0000 2016,es,N
7.95643E+17,1100455837,El miedo que generó fue impresionante.,Mon Nov 07 15:04:44 +0000 2016,es,N
7.9564E+17,513756113,@Lascosas690 EXCELENTE lo de Axel contando como se termina con DELINCUENTES en fútbol. ¿Cuándo repiten programa para grabar y amplificar?,Mon Nov 07 14:53:58 +0000 2016,es,P
7.95463E+17,2673439637,"@J_B_Rodriguez @mariansugarci Que nos pasen la ""fórmula mágica"" así hacemos lo mismo!!",Mon Nov 07 03:09:39 +0000 2016,es,NEU
7.95491E+17,7.8897E+17,@lorenacionaaaal jajaajja soy mas bueno aparte lo que yo haga o deje de hacer no tiene nada q ver con la persona que este jajaja es chica,Mon Nov 07 04:58:18 +0000 2016,es,NEU
7.94132E+17,513756113,@Nicolasalvarez0 @pmhvega si votó en Blanco o Nulo le terminó regalando las mayorías parlamentarias al FA,Thu Nov 03 11:01:52 +0000 2016,es,N
7.93667E+17,157745711,"90 oye, tu me caes de 10! jajajajja tu nombre me dio ganas de escribir así no se pq. La mejor con vossssss",Wed Nov 02 04:13:05 +0000 2016,es,P
7.93992E+17,7.68978E+17,@SanchezMassi me parece que queres perder feo,Thu Nov 03 01:43:42 +0000 2016,es,N
7.93791E+17,35709180,"El asesinato nuestro de cada día... Pero, eso sí, Vázquez está muy contento con Bonomi.",Wed Nov 02 12:25:36 +0000 2016,es,N
7.93796E+17,35709180,@Librumface Para trazar estrategias suele ser necesario tener una razonable seguridad de para qué lado va a patear el contrario,Wed Nov 02 12:43:22 +0000 2016,es,NONE
7.94068E+17,2317213266,Encima tengo muchas fotos juntos,Thu Nov 03 06:45:02 +0000 2016,es,NEU
7.91299E+17,62358551,@afigue2010 muy divertido @martinbossi en @desayunos12... humor y espontaneidad... de los más talentosos de la vecina orilla...,Wed Oct 26 15:23:48 +0000 2016,es,P
7.91371E+17,306908000,"mis dias ya eran reeee aburridos, imaginate ahora sin celular",Wed Oct 26 20:09:57 +0000 2016,es,N
7.91413E+17,2229278467,Enere sociología con 11 jajajja va a ser la única en todo este profesorado de seguro ! re feli,Wed Oct 26 22:56:23 +0000 2016,es,P
7.91337E+17,7.73433E+17,"Ah 8 Personas Le Pregunte Que Me Hagan El 2 No iban a pasar mas de 1 hora y media pero Ta Nadie ""Puede""",Wed Oct 26 17:52:12 +0000 2016,es,N
7.90306E+17,4187801331,"De mañana hasta el miércoles estaré de campamento, así que perdón si no respondo el MD, estoy inactiva, etc. Es que no dejan llevar compu",Sun Oct 23 21:36:15 +0000 2016,es,NONE
